Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Accounting_Standard__c,Allocation_Type__c,Allocation__c,Amount_Reference__c,Autonumber__c,Company_Identifier__c,Company_Ledger__c,Company__c,Consolidation_Ledger__c,Default_GL_Account__c,Default_Intercompany__c,Effective_End_Date__c,Effective_Start_Date__c,Expected_Sign__c,ExtId__c,FX_Date_Path__c,FX_Flow__c,GL_Account_Identifier__c,GL_Account_Reference_Value__c,GL_Account__c,Intercompany_Reference_Value__c,Intercompany__c,Line_Type__c,Object_Name__c,Object__c,Raise_Exceptions_for_Blank_Amounts__c,Role__c,Rule_Type__c,Statutory_Ledger__c,SubTransaction_Type__c,Subsidiary_Ledger__c,Suppress_Zero_Amount_Lines__c,Transaction__c,Unique_Key__c
a071I000001oKz3QAE,0051I000000r0mDQAQ,False,AR-0000000077,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Purchase_Price__c,0000000077,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ6bt9100000I170a,,,,,a1I1I000001NHcXUAW,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,Miscellaneous - Purchase Order,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Miscellaneous - Purchase Order||DR|-704566336|2015-09-01 04:04:12
a071I000001oKz4QAE,0051I000000r0mDQAQ,False,AR-0000000078,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Purchase_Price__c,0000000078,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ7bt9100000I170a,,,,Purchase_Order_Line__r.Accounting_Segment__r.GL_Account__c,,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,Miscellaneous - Purchase Order,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Miscellaneous - Purchase Order||CR|-704566336|2015-09-01 04:04:12
a071I000001oKz5QAE,0051I000000r0mDQAQ,False,AR-0000000079,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000079,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ8bt9100000I170a,,,,Accounting_Segment__r.GL_Account__c,,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,Miscellaneous - Purchase Order,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Miscellaneous - Purchase Order||DR|352904135|2015-09-01 04:04:12
a071I000001oKz6QAE,0051I000000r0mDQAQ,False,AR-0000000080,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000080,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9bt9100000I170a,,,,,a1I1I000001NHcVUAW,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,Miscellaneous - Purchase Order,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Miscellaneous - Purchase Order||CR|352904135|2015-09-01 04:04:12
a071I000001oKz7QAE,0051I000000r0mDQAQ,False,AR-0000000081,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000081,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAbt9100000I170a,,,,Item__r.Class__r.Expense_GL_Account__c,,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,Expense,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Expense||DR|352904135|2015-09-01 04:04:12
a071I000001oKz8QAE,0051I000000r0mDQAQ,False,AR-0000000082,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000082,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQBbt9100000I170a,,,,,a1I1I000001NHcVUAW,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,Expense,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Expense||CR|352904135|2015-09-01 04:04:12
a071I000001oKz9QAE,0051I000000r0mDQAQ,False,AR-0000000083,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000083,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCbt9100000I170a,,,,Accounting_Segment__r.GL_Account__c,,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,Miscellaneous,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Miscellaneous||DR|352904135|2015-09-01 04:04:12
a071I000001oL3RQAU,0051I000000r0mDQAQ,False,AR-0000000349,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000349,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQgft9100000I170a,,,,,a1I1I000001NHeCUAW,,,Overhead Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Completion-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Work Order Assembly Completion-Rental|Overhead Cost|NA||2015-09-01 04:04:12
a071I000001oL3SQAU,0051I000000r0mDQAQ,False,AR-0000000350,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000350,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQhft9100000I170a,,,,,a1I1I000001NHeEUAW,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Scrap-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Work Order Assembly Scrap-Rental||NA||2015-09-01 04:04:12
a071I000001oL3TQAU,0051I000000r0mDQAQ,False,AR-0000000351,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000351,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQift9100000I170a,,,,,a1I1I000001NHe9UAG,,,Material Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Scrap-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Work Order Assembly Scrap-Rental|Material Cost|NA||2015-09-01 04:04:12
a071I000001oL3UQAU,0051I000000r0mDQAQ,False,AR-0000000352,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000352,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQjft9100000I170a,,,,,a1I1I000001NHeBUAW,,,Labor Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Scrap-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Work Order Assembly Scrap-Rental|Labor Cost|NA||2015-09-01 04:04:12
a071I000001oL3VQAU,0051I000000r0mDQAQ,False,AR-0000000353,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000353,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQkft9100000I170a,,,,,a1I1I000001NHeDUAW,,,Outside Processing Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Scrap-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Work Order Assembly Scrap-Rental|Outside Processing Cost|NA||2015-09-01 04:04:12
a071I000001oL3WQAU,0051I000000r0mDQAQ,False,AR-0000000354,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000354,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQlft9100000I170a,,,,,a1I1I000001NHeCUAW,,,Overhead Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Scrap-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Work Order Assembly Scrap-Rental|Overhead Cost|NA||2015-09-01 04:04:12
a071I000001oL3XQAU,0051I000000r0mDQAQ,False,AR-0000000355,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000355,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQmft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Uncompletion-Rental,False,False,Work Order Uncomplete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Uncomplete|Work Order Assembly Uncompletion-Rental||NA||2015-09-01 04:04:12
a071I000001oL3YQAU,0051I000000r0mDQAQ,False,AR-0000000356,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000356,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQnft9100000I170a,,,,,a1I1I000001NHe9UAG,,,Material Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Uncompletion-Rental,False,False,Work Order Uncomplete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Uncomplete|Work Order Assembly Uncompletion-Rental|Material Cost|NA||2015-09-01 04:04:12
a071I000001oL3ZQAU,0051I000000r0mDQAQ,False,AR-0000000357,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000357,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQoft9100000I170a,,,,,a1I1I000001NHeBUAW,,,Labor Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Uncompletion-Rental,False,False,Work Order Uncomplete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Uncomplete|Work Order Assembly Uncompletion-Rental|Labor Cost|NA||2015-09-01 04:04:12
a071I000001oL3aQAE,0051I000000r0mDQAQ,False,AR-0000000358,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000358,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQpft9100000I170a,,,,,a1I1I000001NHeDUAW,,,Outside Processing Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Uncompletion-Rental,False,False,Work Order Uncomplete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Uncomplete|Work Order Assembly Uncompletion-Rental|Outside Processing Cost|NA||2015-09-01 04:04:12
a071I000001oL3bQAE,0051I000000r0mDQAQ,False,AR-0000000359,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000359,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQqft9100000I170a,,,,,a1I1I000001NHeCUAW,,,Overhead Cost,Inventory_Change__c,Inventory Change,False,,NA,False,Work Order Assembly Uncompletion-Rental,False,False,Work Order Uncomplete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Uncomplete|Work Order Assembly Uncompletion-Rental|Overhead Cost|NA||2015-09-01 04:04:12
a071I000001oL3cQAE,0051I000000r0mDQAQ,False,AR-0000000360,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000360,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQrft9100000I170a,,,,,a1I1I000001NHdTUAW,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Rounding-Rental,False,False,Work Order Complete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Complete|Rounding-Rental||NA||2015-09-01 04:04:12
a071I000001oL3dQAE,0051I000000r0mDQAQ,False,AR-0000000361,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000361,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQsft9100000I170a,,,,,a1I1I000001NHdTUAW,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Rounding-Rental,False,False,Work Order Uncomplete,a081I000000yNVYQA2|Inventory_Change__c||Work Order Uncomplete|Rounding-Rental||NA||2015-09-01 04:04:12
a071I000001oL3eQAE,0051I000000r0mDQAQ,False,AR-0000000362,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000362,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQtft9100000I170a,,,,,a1I1I000001NHdTUAW,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Rounding-Rental,False,False,Work Order Kit,a081I000000yNVYQA2|Inventory_Change__c||Work Order Kit|Rounding-Rental||NA||2015-09-01 04:04:12
a071I000001oL3fQAE,0051I000000r0mDQAQ,False,AR-0000000363,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000363,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQuft9100000I170a,,,,,a1I1I000001NHdTUAW,,,,Inventory_Change__c,Inventory Change,False,,NA,False,Rounding-Rental,False,False,Work Order DeKit,a081I000000yNVYQA2|Inventory_Change__c||Work Order DeKit|Rounding-Rental||NA||2015-09-01 04:04:12
a071I000001oL3gQAE,0051I000000r0mDQAQ,False,AR-0000000364,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000364,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQvft9100000I170a,,,,Item__r.Class__r.Inventory_GL_Account__c,,,,,Inventory_Change__c,Inventory Change,False,,NA,False,RMA Receipt-Rental,False,False,RMA Receipt,a081I000000yNVYQA2|Inventory_Change__c||RMA Receipt|RMA Receipt-Rental||NA||2015-09-01 04:04:12
a071I000001oL3hQAE,0051I000000r0mDQAQ,False,AR-0000000365,2017-12-07T17:53:23.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:24.000+0000,,,a081I000000yNVYQA2,,,,0000000365,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQwft9100000I170a,,,,,a1I1I000001NHeEUAW,,,,Inventory_Change__c,Inventory Change,False,,NA,False,RMA Scrap-Rental,False,False,RMA Scrap,a081I000000yNVYQA2|Inventory_Change__c||RMA Scrap|RMA Scrap-Rental||NA||2015-09-01 04:04:12
a071I000001oKzAQAU,0051I000000r0mDQAQ,False,AR-0000000084,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000084,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDbt9100000I170a,,,,,a1I1I000001NHcVUAW,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,Miscellaneous,False,False,Credit Memo,a081I000000yNVYQA2|Supplier_Invoice__c||Credit Memo|Miscellaneous||CR|352904135|2015-09-01 04:04:12
a071I000001oKzBQAU,0051I000000r0mDQAQ,False,AR-0000000085,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000085,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEbt9100000I170a,,,,,a1I1I000001NHebUAG,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,,False,False,Prepayment,a081I000000yNVYQA2|Supplier_Invoice__c||Prepayment|||DR|352904135|2015-09-01 04:04:12
a071I000001oKzCQAU,0051I000000r0mDQAQ,False,AR-0000000086,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,Extended_Price__c,0000000086,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFbt9100000I170a,,,,,a1I1I000001NHcVUAW,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,,False,False,Prepayment,a081I000000yNVYQA2|Supplier_Invoice__c||Prepayment|||CR|352904135|2015-09-01 04:04:12
a071I000001oKzDQAU,0051I000000r0mDQAQ,False,AR-0000000087,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000087,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGbt9100000I170a,,,,Item__r.Class__r.Expense_GL_Account__c,,,,,Receiving_Document__c,Receiving Document,False,,DR,False,Expense,False,False,Logical Purchase Order Receipt,a081I000000yNVYQA2|Receiving_Document__c||Logical Purchase Order Receipt|Expense||DR||2015-09-01 04:04:12
a071I000001oKzEQAU,0051I000000r0mDQAQ,False,AR-0000000088,2017-12-07T17:53:21.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,0051I000000r0mDQAQ,2017-12-07T17:53:22.000+0000,,,a081I000000yNVYQA2,,,,0000000088,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHbt9100000I170a,,,,,a1I1I000001NHcXUAW,,,,Receiving_Document__c,Receiving Document,False,,CR,False,Expense,False,False,Logical Purchase Order Receipt,a081I000000yNVYQA2|Receiving_Document__c||Logical Purchase Order Receipt|Expense||CR||2015-09-01 04:04:12
