Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Auto_number__c,Currency__c,ExtId__c,ISO_Code__c,Scale__c
a0q1I000001M8ayQAC,0051I000000r0mDQAQ,False,UGX,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001826,Ugandan Shilling,&0AQOHqM000000I1q0a,UGX,
a0q1I000001M8azQAC,0051I000000r0mDQAQ,False,USN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001827,United States Dollar (Next Day) (Funds Code),&0AQPHqM000000I1q0a,USN,
a0q1I000001M8b0QAC,0051I000000r0mDQAQ,False,USS,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001828,United States Dollar (Same Day) (Funds Code)[10],&0AQQHqM000000I1q0a,USS,
a0q1I000001M8b1QAC,0051I000000r0mDQAQ,False,UYI,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001829,Uruguay Peso En Unidades Indexadas (Uruiurui) (Funds Code),&0AQRHqM000000I1q0a,UYI,
a0q1I000001M8b2QAC,0051I000000r0mDQAQ,False,UYU,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001830,Uruguayan Peso,&0AQSHqM000000I1q0a,UYU,
a0q1I000001M8b3QAC,0051I000000r0mDQAQ,False,UZS,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001831,Uzbekistan Som,&0AQTHqM000000I1q0a,UZS,
a0q1I000001M8b4QAC,0051I000000r0mDQAQ,False,VEF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001832,Venezuelan Bol¡var,&0AQUHqM000000I1q0a,VEF,
a0q1I000001M8b5QAC,0051I000000r0mDQAQ,False,VND,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001833,Vietnamese Dong,&0AQVHqM000000I1q0a,VND,
a0q1I000001M8b6QAC,0051I000000r0mDQAQ,False,VUV,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001834,Vanuatu Vatu,&0AQWHqM000000I1q0a,VUV,
a0q1I000001M8b7QAC,0051I000000r0mDQAQ,False,WST,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001835,Samoan Tala,&0AQXHqM000000I1q0a,WST,
a0q1I000001M8b8QAC,0051I000000r0mDQAQ,False,XAF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001836,Cfa Franc Beac,&0AQYHqM000000I1q0a,XAF,
a0q1I000001M8b9QAC,0051I000000r0mDQAQ,False,XPT,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001837,Platinumÿ(Onetroy Ounce),&KAQlHqM000000I1q0a,XPT,
a0q1I000001M8bAQAS,0051I000000r0mDQAQ,False,XSU,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001838,Sucre,&KAQmHqM000000I1q0a,XSU,
a0q1I000001M8bBQAS,0051I000000r0mDQAQ,False,XUA,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001839,Adb Unit Of Account,&KAQnHqM000000I1q0a,XUA,
a0q1I000001M8bCQAS,0051I000000r0mDQAQ,False,YER,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001840,Yemeni Rial,&KAQoHqM000000I1q0a,YER,
a0q1I000001M8bDQAS,0051I000000r0mDQAQ,False,ZAR,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001841,South African Rand,&KAQpHqM000000I1q0a,ZAR,
a0q1I000001M8bEQAS,0051I000000r0mDQAQ,False,ZMW,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001842,Zambian Kwacha,&KAQqHqM000000I1q0a,ZMW,
a0q1I000001M8bFQAS,0051I000000r0mDQAQ,False,DKK,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001843,Danish Krone,&KAQhFqM000000I1q0a,DKK,
a0q1I000001M8bGQAS,0051I000000r0mDQAQ,False,ETB,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001844,Ethiopian Birr,&KAQmFqM000000I1q0a,ETB,
a0q1I000001M8bHQAS,0051I000000r0mDQAQ,False,DOP,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001845,Dominican Peso,&KAQiFqM000000I1q0a,DOP,
a0q1I000001M8bIQAS,0051I000000r0mDQAQ,False,DZD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001846,Algerian Dinar,&KAQjFqM000000I1q0a,DZD,
a0q1I000001M8bJQAS,0051I000000r0mDQAQ,False,EGP,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001847,Egyptian Pound,&KAQkFqM000000I1q0a,EGP,
a0q1I000001M8bKQAS,0051I000000r0mDQAQ,False,ERN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001848,Eritrean Nakfa,&KAQlFqM000000I1q0a,ERN,
a0q1I000001M8bLQAS,0051I000000r0mDQAQ,False,EUR,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,2017-12-07T21:12:16.000+0000,0000001849,Euro,&KAQnFqM000000I1q0a,EUR,
a0q1I000001M8bMQAS,0051I000000r0mDQAQ,False,CAD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001850,Canadian Dollar,&KAQ1FqM000000I1q0a,CAD,
a0q1I000001M8bNQAS,0051I000000r0mDQAQ,False,AED,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001851,United Arab Emirates Dirham,&KAQ2FqM000000I1q0a,AED,
a0q1I000001M8bOQAS,0051I000000r0mDQAQ,False,AFN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001852,Afghan Afghani,&KAQ3FqM000000I1q0a,AFN,
a0q1I000001M8bPQAS,0051I000000r0mDQAQ,False,ALL,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001853,Albanian Lek,&KAQ4FqM000000I1q0a,ALL,
a0q1I000001M8bQQAS,0051I000000r0mDQAQ,False,AMD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001854,Armenian Dram,&KAQ5FqM000000I1q0a,AMD,
a0q1I000001M8bRQAS,0051I000000r0mDQAQ,False,ANG,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001855,Netherlands Antillean Guilder,&KAQ6FqM000000I1q0a,ANG,
a0q1I000001M8bSQAS,0051I000000r0mDQAQ,False,AOA,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001856,Angolan Kwanza,&KAQ7FqM000000I1q0a,AOA,
a0q1I000001M8bTQAS,0051I000000r0mDQAQ,False,ARS,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001857,Argentine Peso,&KAQ8FqM000000I1q0a,ARS,
a0q1I000001M8bUQAS,0051I000000r0mDQAQ,False,AUD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001858,Australian Dollar,&KAQ9FqM000000I1q0a,AUD,
a0q1I000001M8bVQAS,0051I000000r0mDQAQ,False,AWG,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001859,Aruban Florin,&0AQAFqM000000I1q0a,AWG,
a0q1I000001M8bWQAS,0051I000000r0mDQAQ,False,USD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,2017-12-07T21:12:16.000+0000,0000001860,United States Dollar,&KAQ0FqM000000I1q0a,USD,
a0q1I000001M8bXQAS,0051I000000r0mDQAQ,False,AZN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001861,Azerbaijani Manat,&0AQBFqM000000I1q0a,AZN,
a0q1I000001M8bYQAS,0051I000000r0mDQAQ,False,BAM,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001862,Bosnia And Herzegovina Convertible Mark,&0AQCFqM000000I1q0a,BAM,
a0q1I000001M8bZQAS,0051I000000r0mDQAQ,False,BBD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001863,Barbados Dollar,&0AQDFqM000000I1q0a,BBD,
a0q1I000001M8baQAC,0051I000000r0mDQAQ,False,BDT,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001864,Bangladeshi Taka,&0AQEFqM000000I1q0a,BDT,
a0q1I000001M8bbQAC,0051I000000r0mDQAQ,False,BGN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001865,Bulgarian Lev,&0AQFFqM000000I1q0a,BGN,
a0q1I000001M8bcQAC,0051I000000r0mDQAQ,False,BHD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001866,Bahraini Dinar,&0AQGFqM000000I1q0a,BHD,
a0q1I000001M8bdQAC,0051I000000r0mDQAQ,False,BIF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001867,Burundian Franc,&0AQHFqM000000I1q0a,BIF,
a0q1I000001M8beQAC,0051I000000r0mDQAQ,False,BMD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001868,Bermudian Dollar,&0AQIFqM000000I1q0a,BMD,
a0q1I000001M8bfQAC,0051I000000r0mDQAQ,False,BND,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001869,Brunei Dollar,&0AQJFqM000000I1q0a,BND,
a0q1I000001M8bgQAC,0051I000000r0mDQAQ,False,BOB,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001870,Boliviano,&0AQKFqM000000I1q0a,BOB,
a0q1I000001M8bhQAC,0051I000000r0mDQAQ,False,BOV,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001871,Bolivian Mvdol (Funds Code),&0AQLFqM000000I1q0a,BOV,
a0q1I000001M8biQAC,0051I000000r0mDQAQ,False,BRL,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001872,Brazilian Real,&0AQMFqM000000I1q0a,BRL,
a0q1I000001M8bjQAC,0051I000000r0mDQAQ,False,BSD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001873,Bahamian Dollar,&0AQNFqM000000I1q0a,BSD,
a0q1I000001M8bkQAC,0051I000000r0mDQAQ,False,BTN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001874,Bhutanese Ngultrum,&0AQOFqM000000I1q0a,BTN,
a0q1I000001M8blQAC,0051I000000r0mDQAQ,False,BWP,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001875,Botswana Pula,&0AQPFqM000000I1q0a,BWP,
a0q1I000001M8bmQAC,0051I000000r0mDQAQ,False,BYN,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001876,Belarusian Ruble,&0AQQFqM000000I1q0a,BYN,
a0q1I000001M8bnQAC,0051I000000r0mDQAQ,False,BYR,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001877,Belarusian Ruble,&0AQRFqM000000I1q0a,BYR,
a0q1I000001M8boQAC,0051I000000r0mDQAQ,False,BZD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001878,Belize Dollar,&0AQSFqM000000I1q0a,BZD,
a0q1I000001M8bpQAC,0051I000000r0mDQAQ,False,CDF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001879,Congolese Franc,&0AQTFqM000000I1q0a,CDF,
a0q1I000001M8bqQAC,0051I000000r0mDQAQ,False,CHF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001880,Swiss Franc,&0AQUFqM000000I1q0a,CHF,
a0q1I000001M8brQAC,0051I000000r0mDQAQ,False,CHW,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001881,WirÿFranc (Complementary Currency),&0AQVFqM000000I1q0a,CHW,
a0q1I000001M8bsQAC,0051I000000r0mDQAQ,False,CLF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001882,Unidad De Fomentoÿ(Funds Code),&0AQWFqM000000I1q0a,CLF,
a0q1I000001M8btQAC,0051I000000r0mDQAQ,False,CLP,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001883,Chilean Peso,&0AQXFqM000000I1q0a,CLP,
a0q1I000001M8buQAC,0051I000000r0mDQAQ,False,CNY,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001884,Chinese Yuan,&0AQYFqM000000I1q0a,CNY,
a0q1I000001M8bvQAC,0051I000000r0mDQAQ,False,COP,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001885,Colombian Peso,&0AQZFqM000000I1q0a,COP,
a0q1I000001M8bwQAC,0051I000000r0mDQAQ,False,COU,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001886,Unidad De Valor Real (Uvr) (Funds Code)[7],&KAQaFqM000000I1q0a,COU,
a0q1I000001M8bxQAC,0051I000000r0mDQAQ,False,CRC,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001887,Costa Rican Colon,&KAQbFqM000000I1q0a,CRC,
a0q1I000001M8byQAC,0051I000000r0mDQAQ,False,CUC,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001888,Cuban Convertible Peso,&KAQcFqM000000I1q0a,CUC,
a0q1I000001M8bzQAC,0051I000000r0mDQAQ,False,CUP,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001889,Cuban Peso,&KAQdFqM000000I1q0a,CUP,
a0q1I000001M8c0QAC,0051I000000r0mDQAQ,False,CVE,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001890,Cape Verde Escudo,&KAQeFqM000000I1q0a,CVE,
a0q1I000001M8c1QAC,0051I000000r0mDQAQ,False,CZK,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001891,Czech Koruna,&KAQfFqM000000I1q0a,CZK,
a0q1I000001M8c2QAC,0051I000000r0mDQAQ,False,DJF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001892,Djiboutian Franc,&KAQgFqM000000I1q0a,DJF,
a0q1I000001M8c3QAC,0051I000000r0mDQAQ,False,KMF,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001893,Comoro Franc,&0AQEGqM000000I1q0a,KMF,
a0q1I000001M8c4QAC,0051I000000r0mDQAQ,False,KPW,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001894,North Korean Won,&0AQFGqM000000I1q0a,KPW,
a0q1I000001M8c5QAC,0051I000000r0mDQAQ,False,KRW,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001895,South Korean Won,&0AQGGqM000000I1q0a,KRW,
a0q1I000001M8c6QAC,0051I000000r0mDQAQ,False,KWD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001896,Kuwaiti Dinar,&0AQHGqM000000I1q0a,KWD,
a0q1I000001M8c7QAC,0051I000000r0mDQAQ,False,KYD,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:16.000+0000,,,0000001897,Cayman Islands Dollar,&0AQIGqM000000I1q0a,KYD,
