Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Active__c,Apex_Class__c,Batch_Size__c,Company__c,Days_Ahead__c,Description__c,Exception__c,ExtId__c,Facility__c,Frequency__c,Interval__c,Last_Run__c,Max_Records__c,Namespace__c,Next_Run__c,Preferred_Run_Hour__c,Process_Job_Next__c,Queueable_Id__c,Un_Scheduled__c
a2A1I000000VHlwUAG,0051I000000r0mDQAQ,False,PO Receipt Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,POReceiptAccountingBatch,25.0,a0g1I000000ue07QAA,,"Generates accounting entries for all purchase order receipts, that have corresponding closed purchase orders, but not yet accounted for the given company.",,&WAUXvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHlxUAG,0051I000000r0mDQAQ,False,Supplier Invoice Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SupplierInvoiceAccountingBatch,25.0,a0g1I000000ue07QAA,,"Generates accounting entries for all supplier invoices, that are finalized but not yet accounted for, for the given company.",,&WAUYvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHlyUAG,0051I000000r0mDQAQ,False,Supplier Payment Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SupplierPaymentAccountingBatch,25.0,a0g1I000000ue07QAA,,"Generates accounting entries for all payments made against supplier invoices, but not yet accounted for, for the given company.",,&WAUZvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHlzUAG,0051I000000r0mDQAQ,False,Journal Entry Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,JournalEntryAccountingBatch,25.0,a0g1I000000ue07QAA,,"Generates accounting entries for all journal entries created, but not yet accounted for, for the given company.",,&GAUavZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHm0UAG,0051I000000r0mDQAQ,False,Fixed Asset Depreciation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,FixedAssetDepreciationBatch,25.0,a0g1I000000ue07QAA,,Runs through all the fixed assets that have been marked as depreciated and calculates their values based on the pre-defined algorithm for that asset class.,,&GAUbvZH000000I1A2a,,Weeks,1.0,,,,,,,,False
a2A1I000000VHm1UAG,0051I000000r0mDQAQ,False,Fixed Asset Depreciation Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,FixedAssetDepreciationAccountingBatch,25.0,a0g1I000000ue07QAA,,Generates accounting entries for all the fixed assets that have been depreciated but not yet accounted for.,,&GAUcvZH000000I1A2a,,Weeks,1.0,,,,,,,,False
a2A1I000000VHm2UAG,0051I000000r0mDQAQ,False,Fixed Asset Adjustment Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,FixedAssetAdjustmentAccountingBatch,25.0,a0g1I000000ue07QAA,,Generates accounting entries for all the fixed assets that have been adjusted but not yet accounted for.,,&GAUdvZH000000I1A2a,,Weeks,1.0,,,,,,,,False
a2A1I000000VHm3UAG,0051I000000r0mDQAQ,False,Inventory Change Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,InventoryChangeAccountingBatch,25.0,a0g1I000000ue07QAA,,"Generates accounting entries for all inventory changes, which are finalized but not yet accounted for, for the given company.",,&GAUevZH000000I1A2a,,Weeks,1.0,,,,,,,,False
a2A1I000000VHm4UAG,0051I000000r0mDQAQ,False,Sales Order Automation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SalesOrderInspect,25.0,a0g1I000000ue07QAA,,"Automation processing, invoke standard or custom code for automation",,&GAUfvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHm5UAG,0051I000000r0mDQAQ,False,Purchase Order Automation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,PurchaseOrderInspect,25.0,a0g1I000000ue07QAA,,"Automation processing, invoke standard or custom code for automation",,&GAUgvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHm6UAG,0051I000000r0mDQAQ,False,Receiving Doc Automation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,ReceivingDocumentInspect,25.0,a0g1I000000ue07QAA,,"Automation processing, invoke standard or custom code for automation",,&GAUhvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHm7UAG,0051I000000r0mDQAQ,False,Shipment Order Automation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,ShipmentInspect,25.0,a0g1I000000ue07QAA,,"Automation processing, invoke standard or custom code for automation",,&GAUivZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHm8UAG,0051I000000r0mDQAQ,False,Supplier Invoice Automation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SupplierInvoiceAutomationBatch,25.0,a0g1I000000ue07QAA,,"Automation processing, invoke standard or custom code for automation",,&GAUjvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHm9UAG,0051I000000r0mDQAQ,False,Supplier Invoice Validate Draft,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SupplierInvoiceDraftInspectBatch,25.0,a0g1I000000ue07QAA,,Matches receipt invoice lines to the corresponding receipt & PO lines,,&GAUkvZH000000I1A2a,,Hours,1.0,,,,,,,,False
a2A1I000000VHmAUAW,0051I000000r0mDQAQ,False,Supplier Invoice Validate Incomplete,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SupplierInvoiceIncompleteInspectBatch,25.0,a0g1I000000ue07QAA,,Validate supplier invoices which are in Incomplete status & move them to Draft status,,&GAUlvZH000000I1A2a,,Hours,1.0,,,,,,,,False
a2A1I000000VHmBUAW,0051I000000r0mDQAQ,False,Customer Inspect,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,CustomerInspect,25.0,a0g1I000000ue07QAA,,Inspect Customer records,,&GAUmvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmCUAW,0051I000000r0mDQAQ,False,Consume Order Forecast,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,ConsumeForecastBatch,25.0,a0g1I000000ue07QAA,,Consume Order Forecast,,&GAUnvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmDUAW,0051I000000r0mDQAQ,False,Update Lot Status,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,LotUpdateStatusBatch,25.0,a0g1I000000ue07QAA,,Update Lot Status,,&GAUovZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmEUAW,0051I000000r0mDQAQ,False,Contract Netting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,ContractLineNettingBatch,25.0,a0g1I000000ue07QAA,,Recalculates the netting buckets on a contract line,,&GAUpvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmFUAW,0051I000000r0mDQAQ,False,Bank Transaction Group Accounting,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,BankTransactionGroupAccountingBatch,25.0,a0g1I000000ue07QAA,,"Generates accounting entries for all Bank Transaction Group s, which are finalized but not yet accounted for, for the given company.",,&GAUqvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmGUAW,0051I000000r0mDQAQ,False,Recurring Journal Entries,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,RecurringJournalEntryBatch,25.0,a0g1I000000ue07QAA,,"Generates journal entries from the recurring template, for the given company.",,&GAUrvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmHUAW,0051I000000r0mDQAQ,False,Accounting Code Validation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,True,AccountingCodeValidationBatch,25.0,a0g1I000000ue07QAA,,Validates the Accounting Codes for the given company.,,&GAUsvZH000000I1A2a,,Days,1.0,2017-11-13T18:07:00.000+0000,100.0,,2017-11-14T18:07:00.000+0000,,,7071I00000GGGNmQAP,False
a2A1I000000VHmIUAW,0051I000000r0mDQAQ,False,AccountingEntryLine Delete,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,AccountingEntryLineDeleteBatch,25.0,a0g1I000000ue07QAA,,Deletes draft accounting which are a 24hr old and not held by accounting batches for the given company.,,&GAUtvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmJUAW,0051I000000r0mDQAQ,False,Hierarchy Path,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,HierarchyPathBatch,18.0,a0g1I000000ue07QAA,,Generates proper Path values from the Hierarchy relationships,,&GAUuvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmKUAW,0051I000000r0mDQAQ,False,Erase All MRP Runs,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,EraseAllMRPRuns,2000.0,a0g1I000000ue07QAA,,Erases all MRP records for MRP Runs with Completion Status Complete or Failure,,&GAUvvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmLUAW,0051I000000r0mDQAQ,False,Activate Proposed Costs,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,ActivateProposedCostsBatch,200.0,a0g1I000000ue07QAA,,Activate proposed costs by company or facility,,&GAUwvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmMUAW,0051I000000r0mDQAQ,False,Customer Invoice Aging,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,CustomerAgingBatch,200.0,a0g1I000000ue07QAA,,Provide Invoice againg for Bill To Customers,,&GAUxvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmNUAW,0051I000000r0mDQAQ,False,Delete Obsolete Accounting Entries,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,AccountingDeleteObseleteEntriesBatch,200.0,a0g1I000000ue07QAA,,Deletes all accounting entries that are marked as Obsolete or are within a period that allow for Obsolete accounting entries to be deleted.,,&GAUyvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmOUAW,0051I000000r0mDQAQ,False,Customer Outstanding Balance,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,CustomerOutstandingBalanceBatch,25.0,a0g1I000000ue07QAA,,Calculates Outstanding balance,,&GAUzvZH000000I1A2a,,Days,1.0,,,,,,,,False
a2A1I000000VHmPUAW,0051I000000r0mDQAQ,False,Sales Order Allocation,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,0051I000000r0mDQAQ,2017-12-07T19:54:21.000+0000,False,SalesOrderAllocate,25.0,a0g1I000000ue07QAA,30.0,,,&GAU0wZH000000I1A2a,,,1.0,,,,,,,,False
