Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,Account_Range_From__c,Account_Range_To__c,Active__c,Cash_Flow_Report_Cash__c,Cash_Flow_Report_Financing_Activity__c,Cash_Flow_Report_Investing_Activity__c,Cash_Flow_Report_Operating_Activity__c,Cash_Flow_Report_Section_Grouping__c,Cash_Flow_Subsection__c,Contra_Account__c,Description__c,ExtId__c,FX_Type__c,GL_Account_Name__c,GL_Account_Number__c,GL_Account_Unique__c,GL_Group__c,GL_Type_Code__c,GL_Type__c,Include_in_Budgets__c,Income_Statement_Report_Section_Grouping__c,Non_Cash__c,Normal_Balance__c,Order__c,Parent_GL_Account_Number__c,Report_Section_Grouping__c,Report_Section__c,Report_Sub_Section__c,Reports__c,Statement_Type__c,SubAccount_of__c,Type__c
a1I1I000001NHcQUAW,0051I000000r0mDQAQ,False,174000 - Accumulated Depreciation - Vehicles,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,True,Accumulated Depreciation - Vehicles,&IAU7Nk1000000I1I1a,Non-monetary,Accumulated Depreciation - Vehicles,174000,174000 - Accumulated Depreciation - Vehicles,174000 - Accumulated Depreciation - Vehicles,,a1J1I000001AuVQUA0,False,,False,,,,,,,,,,
a1I1I000001NHcRUAW,0051I000000r0mDQAQ,False,175000 - Accumulated Depreciation - Leasehold,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,True,Accumulated Depreciation - Leasehold,&IAU8Nk1000000I1I1a,Non-monetary,Accumulated Depreciation - Leasehold,175000,175000 - Accumulated Depreciation - Leasehold,175000 - Accumulated Depreciation - Leasehold,,a1J1I000001AuVQUA0,False,,False,,,,,,,,,,
a1I1I000001NHcSUAW,0051I000000r0mDQAQ,False,176000 - Accumulated Depreciation - Buildings,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,True,Accumulated Depreciation - Buildings,&IAU9Nk1000000I1I1a,Non-monetary,Accumulated Depreciation - Buildings,176000,176000 - Accumulated Depreciation - Buildings,176000 - Accumulated Depreciation - Buildings,,a1J1I000001AuVQUA0,False,,False,,,,,,,,,,
a1I1I000001NHcTUAW,0051I000000r0mDQAQ,False,177000 - Accumulated Depreciation - Building Improvements,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,True,Accumulated Depreciation - Building Improvements,&YAUANk1000000I1I1a,Non-monetary,Accumulated Depreciation - Building Improvements,177000,177000 - Accumulated Depreciation - Building Improvements,177000 - Accumulated Depreciation - Building Improvements,,a1J1I000001AuVQUA0,False,,False,,,,,,,,,,
a1I1I000001NHcUUAW,0051I000000r0mDQAQ,False,190500 - Accumulated Amortization - Organization Costs,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,True,Accumulated Amortization - Organization Costs,&YAUBNk1000000I1I1a,Non-monetary,Accumulated Amortization - Organization Costs,190500,190500 - Accumulated Amortization - Organization Costs,190500 - Accumulated Amortization - Organization Costs,,a1J1I000001AuVQUA0,False,,False,,,,,,,,,,
a1I1I000001NHcVUAW,0051I000000r0mDQAQ,False,200000 - Accounts Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Accounts Payable,&YAUCNk1000000I1I1a,Monetary Non-cash,Accounts Payable,200000,200000 - Accounts Payable,200000 - Accounts Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHcWUAW,0051I000000r0mDQAQ,False,212000 - Interco Accounts Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Interco Accounts Payable,&YAUDNk1000000I1I1a,Monetary Non-cash,Interco Accounts Payable,212000,212000 - Interco Accounts Payable,212000 - Interco Accounts Payable,,a1J1I000001AuVSUA0,False,,False,Credit,,,Current Liabilities,Current Liabilities,,,Balance Sheet,,
a1I1I000001NHcXUAW,0051I000000r0mDQAQ,False,220000 - Goods Received Not Invoiced,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Goods Received Not Invoiced,&YAUENk1000000I1I1a,Monetary Non-cash,Goods Received Not Invoiced,220000,220000 - Goods Received Not Invoiced,220000 - Goods Received Not Invoiced,,a1J1I000001AuVSUA0,False,,False,Credit,,,,,,,Balance Sheet,,Liabilities
a1I1I000001NHcYUAW,0051I000000r0mDQAQ,False,230000 - Accrued Expenses,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Accrued Expenses,&YAUFNk1000000I1I1a,Monetary Non-cash,Accrued Expenses,230000,230000 - Accrued Expenses,230000 - Accrued Expenses,,a1J1I000001AuVSUA0,False,,False,Credit,,,,,,,Balance Sheet,,Liabilities
a1I1I000001NHcZUAW,0051I000000r0mDQAQ,False,230500 - Allowances Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Allowances Payable,&YAUGNk1000000I1I1a,Monetary Non-cash,Allowances Payable,230500,230500 - Allowances Payable,230500 - Allowances Payable,,a1J1I000001AuVSUA0,False,,False,Credit,,,,,,AP/AR Aging,Balance Sheet,,Liabilities
a1I1I000001NHcaUAG,0051I000000r0mDQAQ,False,231000 - Sales Tax Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Sales Tax Payable,&YAUHNk1000000I1I1a,Monetary Non-cash,Sales Tax Payable,231000,231000 - Sales Tax Payable,231000 - Sales Tax Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHcbUAG,0051I000000r0mDQAQ,False,231500 - VAT Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,VAT Payable,&YAUINk1000000I1I1a,Monetary Non-cash,VAT Payable,231500,231500 - VAT Payable,231500 - VAT Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHccUAG,0051I000000r0mDQAQ,False,232000 - Wages Payable,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Wages Payable,&YAUJNk1000000I1I1a,Monetary Non-cash,Wages Payable,232000,232000 - Wages Payable,232000 - Wages Payable,,a1J1I000001AuVSUA0,False,,False,,,,,,,,,,
a1I1I000001NHcdUAG,0051I000000r0mDQAQ,False,600400 - Vacation Pay,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Vacation Pay,&IAU6Ok1000000I1I1a,P&L Monetary,Vacation Pay,600400,600400 - Vacation Pay,600400 - Vacation Pay,,a1J1I000001AuVOUA0,False,,False,,,,,,,,,,
a1I1I000001NHceUAG,0051I000000r0mDQAQ,False,600500 - Holiday Pay,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Holiday Pay,&IAU7Ok1000000I1I1a,P&L Monetary,Holiday Pay,600500,600500 - Holiday Pay,600500 - Holiday Pay,,a1J1I000001AuVOUA0,False,,False,,,,,,,,,,
a1I1I000001NHcfUAG,0051I000000r0mDQAQ,False,600600 - Personal Time Off,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Personal Time Off,&IAU8Ok1000000I1I1a,P&L Monetary,Personal Time Off,600600,600600 - Personal Time Off,600600 - Personal Time Off,,a1J1I000001AuVOUA0,False,,False,,,,,,,,,,
a1I1I000001NHcgUAG,0051I000000r0mDQAQ,False,600700 - Contract Labor,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Contract Labor,&IAU9Ok1000000I1I1a,P&L Monetary,Contract Labor,600700,600700 - Contract Labor,600700 - Contract Labor,,a1J1I000001AuVOUA0,False,,False,,,,,,,,,,
a1I1I000001NHchUAG,0051I000000r0mDQAQ,False,600300 - Commissions,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Commissions,&IAU5Ok1000000I1I1a,P&L Monetary,Commissions,600300,600300 - Commissions,600300 - Commissions,,a1J1I000001AuVOUA0,False,,False,,,,,,,,,,
a1I1I000001NHciUAG,0051I000000r0mDQAQ,False,600900 - Payroll Employer Taxes,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Payroll Employer Taxes,&YAUAOk1000000I1I1a,P&L Monetary,Payroll Employer Taxes,600900,600900 - Payroll Employer Taxes,600900 - Payroll Employer Taxes,,a1J1I000001AuVOUA0,False,,False,,,,,,,,,,
a1I1I000001NHcjUAG,0051I000000r0mDQAQ,False,610000 - Benefits Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Benefits Expense,&YAUBOk1000000I1I1a,P&L Monetary,Benefits Expense,610000,610000 - Benefits Expense,610000 - Benefits Expense,,a1J1I000001AuVVUA0,False,,False,Debit,,,,,,,,,
a1I1I000001NHckUAG,0051I000000r0mDQAQ,False,610100 - Health Insurance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Health Insurance,&YAUCOk1000000I1I1a,P&L Monetary,Health Insurance,610100,610100 - Health Insurance,610100 - Health Insurance,,a1J1I000001AuVVUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHclUAG,0051I000000r0mDQAQ,False,610200 - Retirement Contributions,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Retirement Contributions,&YAUDOk1000000I1I1a,P&L Monetary,Retirement Contributions,610200,610200 - Retirement Contributions,610200 - Retirement Contributions,,a1J1I000001AuVVUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcmUAG,0051I000000r0mDQAQ,False,610300 - Workers Compensation,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Workers Compensation,&YAUEOk1000000I1I1a,P&L Monetary,Workers Compensation,610300,610300 - Workers Compensation,610300 - Workers Compensation,,a1J1I000001AuVVUA0,False,,False,Debit,,,,,,,Income Statement,,
a1I1I000001NHcnUAG,0051I000000r0mDQAQ,False,620000 - Travel,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Travel,&YAUFOk1000000I1I1a,P&L Monetary,Travel,620000,620000 - Travel,620000 - Travel,,a1J1I000001AuVLUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcoUAG,0051I000000r0mDQAQ,False,620100 - Lodging,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Lodging,&YAUGOk1000000I1I1a,P&L Monetary,Lodging,620100,620100 - Lodging,620100 - Lodging,,a1J1I000001AuVLUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcpUAG,0051I000000r0mDQAQ,False,620200 - Meals,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Meals,&YAUHOk1000000I1I1a,P&L Monetary,Meals,620200,620200 - Meals,620200 - Meals,,a1J1I000001AuVLUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcqUAG,0051I000000r0mDQAQ,False,620300 - Entertainment,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Entertainment,&YAUIOk1000000I1I1a,P&L Monetary,Entertainment,620300,620300 - Entertainment,620300 - Entertainment,,a1J1I000001AuVLUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcrUAG,0051I000000r0mDQAQ,False,630000 - Rent,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Rent,&YAUJOk1000000I1I1a,P&L Monetary,Rent,630000,630000 - Rent,630000 - Rent,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcsUAG,0051I000000r0mDQAQ,False,630100 - Building Maintenance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Building Maintenance,&YAUKOk1000000I1I1a,P&L Monetary,Building Maintenance,630100,630100 - Building Maintenance,630100 - Building Maintenance,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,,,Expense
a1I1I000001NHctUAG,0051I000000r0mDQAQ,False,630200 - Utilities Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Utilities Expense,&YAULOk1000000I1I1a,P&L Monetary,Utilities Expense,630200,630200 - Utilities Expense,630200 - Utilities Expense,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcuUAG,0051I000000r0mDQAQ,False,630300 - Telephone Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Telephone Expense,&YAUMOk1000000I1I1a,P&L Monetary,Telephone Expense,630300,630300 - Telephone Expense,630300 - Telephone Expense,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcvUAG,0051I000000r0mDQAQ,False,630400 - Other Operating Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Other Operating Expense,&YAUNOk1000000I1I1a,P&L Monetary,Other Operating Expense,630400,630400 - Other Operating Expense,630400 - Other Operating Expense,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcwUAG,0051I000000r0mDQAQ,False,630500 - Equipment Lease Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Equipment Lease Expense,&YAUOOk1000000I1I1a,P&L Monetary,Equipment Lease Expense,630500,630500 - Equipment Lease Expense,630500 - Equipment Lease Expense,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcxUAG,0051I000000r0mDQAQ,False,630600 - General Equipment Repairs,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,General Equipment Repairs,&YAUPOk1000000I1I1a,P&L Monetary,General Equipment Repairs,630600,630600 - General Equipment Repairs,630600 - General Equipment Repairs,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHcyUAG,0051I000000r0mDQAQ,False,630700 - Equipment Maintenance,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Equipment Maintenance,&YAUQOk1000000I1I1a,P&L Monetary,Equipment Maintenance,630700,630700 - Equipment Maintenance,630700 - Equipment Maintenance,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHczUAG,0051I000000r0mDQAQ,False,630800 - Charitable Contributions,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Charitable Contributions,&YAUROk1000000I1I1a,P&L Monetary,Charitable Contributions,630800,630800 - Charitable Contributions,630800 - Charitable Contributions,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd0UAG,0051I000000r0mDQAQ,False,635000 - Research & Development,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Research & Development,&YAUSOk1000000I1I1a,P&L Monetary,Research & Development,635000,635000 - Research & Development,635000 - Research & Development,,a1J1I000001AuVcUAK,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd1UAG,0051I000000r0mDQAQ,False,640000 - Advertising / Marketing Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Advertising / Marketing Expense,&YAUTOk1000000I1I1a,P&L Monetary,Advertising / Marketing Expense,640000,640000 - Advertising / Marketing Expense,640000 - Advertising / Marketing Expense,,a1J1I000001AuVRUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd2UAG,0051I000000r0mDQAQ,False,640100 - Outgoing Freight Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Outgoing Freight Expense,&YAUUOk1000000I1I1a,P&L Monetary,Outgoing Freight Expense,640100,640100 - Outgoing Freight Expense,640100 - Outgoing Freight Expense,,a1J1I000001AuVRUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd3UAG,0051I000000r0mDQAQ,False,640200 - Inventory Damaged Goods,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Inventory Damaged Goods,&YAUVOk1000000I1I1a,P&L Monetary,Inventory Damaged Goods,640200,640200 - Inventory Damaged Goods,640200 - Inventory Damaged Goods,,a1J1I000001AuVRUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
a1I1I000001NHd4UAG,0051I000000r0mDQAQ,False,650000 - Insurance Expense,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:34.000+0000,0051I000000r0mDQAQ,2017-12-07T17:51:35.000+0000,,,,,True,False,,,,,,False,Insurance Expense,&YAUWOk1000000I1I1a,P&L Monetary,Insurance Expense,650000,650000 - Insurance Expense,650000 - Insurance Expense,,a1J1I000001AuVPUA0,False,,False,Debit,,,,,,,Income Statement,,Expense
