Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,KSPRING17__Accounting_Standard__c,KSPRING17__Allocation_Type__c,KSPRING17__Allocation__c,KSPRING17__Amount_Reference__c,KSPRING17__Autonumber__c,KSPRING17__Company_Identifier__c,KSPRING17__Company_Ledger__c,KSPRING17__Company__c,KSPRING17__Consolidation_Ledger__c,KSPRING17__Default_GL_Account__c,KSPRING17__Default_Intercompany__c,KSPRING17__Effective_End_Date__c,KSPRING17__Effective_Start_Date__c,KSPRING17__Expected_Sign__c,KSPRING17__ExtId__c,KSPRING17__FX_Date_Path__c,KSPRING17__FX_Flow__c,KSPRING17__GL_Account_Identifier__c,KSPRING17__GL_Account_Reference_Value__c,KSPRING17__GL_Account__c,KSPRING17__Intercompany_Reference_Value__c,KSPRING17__Intercompany__c,KSPRING17__Line_Type__c,KSPRING17__Object_Name__c,KSPRING17__Object__c,KSPRING17__Raise_Exceptions_for_Blank_Amounts__c,KSPRING17__Role__c,KSPRING17__Rule_Type__c,KSPRING17__Statutory_Ledger__c,KSPRING17__SubTransaction_Type__c,KSPRING17__Subsidiary_Ledger__c,KSPRING17__Suppress_Zero_Amount_Lines__c,KSPRING17__Transaction__c,KSPRING17__Unique_Key__c
a071I000000Jxw1QAC,0051I000000ROnuQAG,False,AR-0000000845,2017-10-03T06:45:18.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,2017-10-04T16:55:11.000+0000,2017-10-04T16:55:11.000+0000,a081I0000001qJdQAI,,,,0000000845,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&CAQ1wxJ000000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,DR,False,,False,True,Manual,a081I0000001qJdQAI|Journal_Entry__c||Manual|||DR||2015-09-01 04:04:12
a071I000000Jxw2QAC,0051I000000ROnuQAG,False,AR-0000000846,2017-10-03T06:45:18.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,,,a081I0000001qJdQAI,,,,0000000846,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&CAQ2wxJ000000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,CR,False,,False,True,Manual,a081I0000001qJdQAI|Journal_Entry__c||Manual|||CR||2015-09-01 04:04:12
a071I000000JxwXQAS,0051I000000ROnuQAG,False,AR-0000000877,2017-10-03T06:45:18.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,0051I000000ROnuQAG,2017-11-07T11:46:21.000+0000,,,a081I0000001qJdQAI,,,,0000000877,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&SAQXwxJ000000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,,False,False,Manual,a081I0000001qJdQAI|Customer_Invoice__c||Manual|||DR||2015-09-01 04:04:12
a071I000000JxwYQAS,0051I000000ROnuQAG,False,AR-0000000878,2017-10-03T06:45:18.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,0051I000000ROnuQAG,2017-11-30T11:30:33.000+0000,,,a081I0000001qJdQAI,,,,0000000878,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&SAQYwxJ000000I170a,,,,Accounting_Segment__r.GL_Account__c,,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,,False,False,Manual,a081I0000001qJdQAI|Customer_Invoice__c||Manual|||CR||2015-09-01 04:04:12
a071I000000JxxHQAS,0051I000000ROnuQAG,False,AR-0000000923,2017-10-03T06:45:18.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,,,a081I0000001qJdQAI,,,Extended_Price__c,0000000923,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&SAQHxxJ000000I170a,,,,Accounting_Segment__r.GL_Account__c,,,,,Supplier_Invoice__c,Supplier Invoice,False,,DR,False,Miscellaneous,False,False,Invoice,a081I0000001qJdQAI|Supplier_Invoice__c||Invoice|Miscellaneous||DR|352904135|2015-09-01 04:04:12
a071I000000JxxIQAS,0051I000000ROnuQAG,False,AR-0000000924,2017-10-03T06:45:18.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,0051I000000ROnuQAG,2017-11-06T05:13:49.000+0000,,,a081I0000001qJdQAI,,,Extended_Price__c,0000000924,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&SAQIxxJ000000I170a,,,,,a1I1I0000001kNCUAY,,,,Supplier_Invoice__c,Supplier Invoice,False,,CR,False,Miscellaneous,False,False,Invoice,a081I0000001qJdQAI|Supplier_Invoice__c||Invoice|Miscellaneous||CR|352904135|2015-09-01 04:04:12
a071I0000019th9QAA,0051I000000ROnuQAG,False,AR-0000001895,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001895,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&AAQ9ht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,DR,False,,False,True,Accrual - Manual,a081I0000001qJdQAI|Journal_Entry__c||Accrual - Manual|||DR||2015-09-01 04:04:12
a071I0000019thAQAQ,0051I000000ROnuQAG,False,AR-0000001896,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001896,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQAht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,CR,False,,False,True,Accrual - Manual,a081I0000001qJdQAI|Journal_Entry__c||Accrual - Manual|||CR||2015-09-01 04:04:12
a071I0000019thBQAQ,0051I000000ROnuQAG,False,AR-0000001897,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001897,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQBht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,DR,False,,False,True,Recurring Journal,a081I0000001qJdQAI|Journal_Entry__c||Recurring Journal|||DR||2015-09-01 04:04:12
a071I0000019thCQAQ,0051I000000ROnuQAG,False,AR-0000001898,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001898,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQCht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,CR,False,,False,True,Recurring Journal,a081I0000001qJdQAI|Journal_Entry__c||Recurring Journal|||CR||2015-09-01 04:04:12
a071I0000019thDQAQ,0051I000000ROnuQAG,False,AR-0000001899,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001899,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQDht9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Journal_Entry__c,Journal Entry,False,,DR,False,Bank Interest Income,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Interest Income||DR||2015-09-01 04:04:12
a071I0000019thEQAQ,0051I000000ROnuQAG,False,AR-0000001900,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001900,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQEht9100000I170a,,,,,a1I1I0000001kP2UAI,,,,Journal_Entry__c,Journal Entry,False,,CR,False,Bank Interest Income,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Interest Income||CR||2015-09-01 04:04:12
a071I0000019thFQAQ,0051I000000ROnuQAG,False,AR-0000001901,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001901,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQFht9100000I170a,,,,,a1I1I0000001kOgUAI,,,,Journal_Entry__c,Journal Entry,False,,DR,False,Bank Fees,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Fees||DR||2015-09-01 04:04:12
a071I0000019thGQAQ,0051I000000ROnuQAG,False,AR-0000001902,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001902,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQGht9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Journal_Entry__c,Journal Entry,False,,CR,False,Bank Fees,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Fees||CR||2015-09-01 04:04:12
a071I0000019thHQAQ,0051I000000ROnuQAG,False,AR-0000001903,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001903,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQHht9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Journal_Entry__c,Journal Entry,False,,DR,False,Bank Adjustment - Positive,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Adjustment - Positive||DR||2015-09-01 04:04:12
a071I0000019thIQAQ,0051I000000ROnuQAG,False,AR-0000001904,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001904,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQIht9100000I170a,,,,,a1I1I0000001kOwUAI,,,,Journal_Entry__c,Journal Entry,False,,CR,False,Bank Adjustment - Positive,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Adjustment - Positive||CR||2015-09-01 04:04:12
a071I0000019thJQAQ,0051I000000ROnuQAG,False,AR-0000001905,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001905,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQJht9100000I170a,,,,,a1I1I0000001kMQUAY,,,,Journal_Entry__c,Journal Entry,False,,CR,False,Bank Adjustment - Negative,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Adjustment - Negative||CR||2015-09-01 04:04:12
a071I0000019thKQAQ,0051I000000ROnuQAG,False,AR-0000001906,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001906,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKht9100000I170a,,,,,a1I1I0000001kOwUAI,,,,Journal_Entry__c,Journal Entry,False,,DR,False,Bank Adjustment - Negative,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Bank Adjustment - Negative||DR||2015-09-01 04:04:12
a071I0000019thLQAQ,0051I000000ROnuQAG,False,AR-0000001907,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001907,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLht9100000I170a,,,,,,,,,Journal_Entry__c,Journal Entry,False,,NA,False,Funds Transfer,False,True,Bank Transaction,a081I0000001qJdQAI|Journal_Entry__c||Bank Transaction|Funds Transfer||NA||2015-09-01 04:04:12
a071I0000019thMQAQ,0051I000000ROnuQAG,False,AR-0000001908,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001908,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQMht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,DR,False,,False,True,Year End,a081I0000001qJdQAI|Journal_Entry__c||Year End|||DR||2015-09-01 04:04:12
a071I0000019thNQAQ,0051I000000ROnuQAG,False,AR-0000001909,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001909,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQNht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,CR,False,,False,True,Year End,a081I0000001qJdQAI|Journal_Entry__c||Year End|||CR||2015-09-01 04:04:12
a071I0000019thOQAQ,0051I000000ROnuQAG,False,AR-0000001910,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001910,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,DR,False,,False,True,UFX,a081I0000001qJdQAI|Journal_Entry__c||UFX|||DR||2015-09-01 04:04:12
a071I0000019thPQAQ,0051I000000ROnuQAG,False,AR-0000001911,2017-11-06T07:26:58.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,0051I000000ROnuQAG,2017-11-06T07:26:59.000+0000,,,a081I0000001qJdQAI,,,,0000001911,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPht9100000I170a,,,,GL_Account__c,,,,,Journal_Entry__c,Journal Entry,False,,CR,False,,False,True,UFX,a081I0000001qJdQAI|Journal_Entry__c||UFX|||CR||2015-09-01 04:04:12
a071I0000019taKQAQ,0051I000000ROnuQAG,False,AR-0000001482,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Sales_Tax__c,0000001482,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQKat9100000I170a,,,,,a1I1I0000001kNHUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Goods,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Goods||CR|1902151810|2015-09-01 04:04:12
a071I0000019taLQAQ,0051I000000ROnuQAG,False,AR-0000001483,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Value_Added_Tax__c,0000001483,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQLat9100000I170a,,,,,a1I1I0000001kNIUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Goods,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Goods||CR|1242151120|2015-09-01 04:04:12
a071I0000019taOQAQ,0051I000000ROnuQAG,False,AR-0000001486,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,Line,Discount,Allowance_Amount__c,0000001486,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQOat9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Goods,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Goods||CR|444378939|Line|Discount|2015-09-01 04:04:12
a071I0000019taPQAQ,0051I000000ROnuQAG,False,AR-0000001487,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Amount__c,0000001487,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQPat9100000I170a,,,,,a1I1I0000001kMZUAY,,,,Customer_Invoice__c,Customer Invoice,False,,DR,False,Expense,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Expense||DR|1629939120|2015-09-01 04:04:12
a071I0000019taRQAQ,0051I000000ROnuQAG,False,AR-0000001489,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Sales_Tax__c,0000001489,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQRat9100000I170a,,,,,a1I1I0000001kNHUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Expense||CR|1902151810|2015-09-01 04:04:12
a071I0000019taSQAQ,0051I000000ROnuQAG,False,AR-0000001490,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,Value_Added_Tax__c,0000001490,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQSat9100000I170a,,,,,a1I1I0000001kNIUAY,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Expense||CR|1242151120|2015-09-01 04:04:12
a071I0000019taVQAQ,0051I000000ROnuQAG,False,AR-0000001493,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,Line,Discount,Allowance_Amount__c,0000001493,,True,,False,True,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQVat9100000I170a,,,,,a1I1I0000001kNnUAI,,,,Customer_Invoice__c,Customer Invoice,False,,CR,False,Expense,False,False,RMA-Credit,a081I0000001qJdQAI|Customer_Invoice__c||RMA-Credit|Expense||CR|444378939|Line|Discount|2015-09-01 04:04:12
a071I0000019taWQAQ,0051I000000ROnuQAG,False,AR-0000001494,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,0051I000000ROnuQAG,2017-11-06T07:22:14.000+0000,,,a081I0000001qJdQAI,,,,0000001494,,True,,False,False,False,,2015-09-01T11:04:12.000+0000,Positive,&QAQWat9100000I170a,,,,,,,,,Customer_Invoice__c,Customer Invoice,False,,NA,False,,False,False,Overpayment,a081I0000001qJdQAI|Customer_Invoice__c||Overpayment|||NA||2015-09-01 04:04:12
